Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
301,Villeauvilles,Auiersoy,Auiersoy County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,2559,22.58,-76.11,1063,,,,walls,,,,https://watabou.github.io/city-generator/?name=Villeauvilles&population=2559&size=19&seed=8827550800301&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
302,Koskue,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,4630,20.18,-46.91,328,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Koskue&population=4630&size=23&seed=8827550800302&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
303,Hatti,Nikka,Nikka County,Pane,Protectorate of Pane,Soumi,Novimism,11349,16.23,-17.24,738,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Hatti&population=11349&size=32&seed=8827550800303&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
304,Tampaa,Tampaa,Tampaa County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,14741,26.49,-1.56,3153,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Tampaa&population=14741&size=36&seed=8827550800304&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
305,Harvi,Sceresdesia,Sceresdesia County,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,10689,23.5,-50.54,161,,,,,,,,https://watabou.github.io/city-generator/?name=Harvi&population=10689&size=32&seed=8827550800305&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
306,Birhamber,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1757,23.24,48.29,2051,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Birhamber&population=1757&size=16&seed=8827550800306&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
307,Ingny,Aulles,Aulles Province,Nesplia,Republic of Nesplia,Luari,Nozie Cult,2401,17.75,-75.43,118,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Ingny&population=2401&size=18&seed=8827550800307&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
308,Serbo,Cinolia,Cinolia Colony,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,1171,-3.41,-32.49,82,,,,,,,,https://watabou.github.io/city-generator/?name=Serbo&population=1171&size=14&seed=8827550800308&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
309,Bacren,Ouvilerolia,Ouvilerolia County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,1397,33.06,-72.54,52,,port,,walls,,,,https://watabou.github.io/city-generator/?name=Bacren&population=1397&size=15&seed=8827550800309&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=0.86
310,Auzory,Lombrechienne,Lombrechienne County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,13302,31.32,-39.38,210,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Auzory&population=13302&size=34&seed=8827550800310&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
311,Huittilalo,Ylajarvinen,Ylajarvinen Area,Porvaval,Porvavalese Empire,Soumi,Novimism,1984,17.83,-19.59,2572,,,,,,,,https://watabou.github.io/city-generator/?name=Huittilalo&population=1984&size=17&seed=8827550800311&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
312,Antsaamas,Charoy,Charoy County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,1101,25.52,-50.56,30,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Antsaamas&population=1101&size=14&seed=8827550800312&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
313,Eglainte,Chambon,Chambon Land,Auiersia,Principality of Auiersia,Luari,Nozie Cult,6344,20.04,-76.72,210,,,,,,,,https://watabou.github.io/city-generator/?name=Eglainte&population=6344&size=26&seed=8827550800313&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
314,Klech,Krerezia,Krerezia Tribe,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,1026,-12.54,-65.86,1588,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Klech&population=1026&size=13&seed=8827550800314&river=1&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
315,Macury,Guildhurst,Guildhurst Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1810,29.81,59.34,30,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Macury&population=1810&size=16&seed=8827550800315&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
316,Brouy,Auiersoy,Auiersoy County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,10387,26.91,-77.89,3360,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Brouy&population=10387&size=31&seed=8827550800316&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
317,Paalalojak,Paalalojak,Paalalojak County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,22228,23.34,-0.35,210,,,citadel,walls,plaza,,shanty town,https://watabou.github.io/city-generator/?name=Paalalojak&population=22228&size=42&seed=8827550800317&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=1&gates=-1
318,Gragold,Stebachenia,Stebachenia Earldom,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,16428,23.49,19.26,13,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Gragold&population=16428&size=37&seed=8827550800318&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
319,Obovensk,Gortexand,Gortexand Canton,Aphosia,Heptarchy of Aphosia,Slovan,Nozie Cult,5052,5.98,-76.72,2392,,port,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Obovensk&population=5052&size=24&seed=8827550800319&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=0.97
320,Gegio,Rinolania,Rinolania Margrave,Belinola,Kingdom of Belinola,Tallian,Word of Acuso,1618,4.54,-39.53,1890,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Gegio&population=1618&size=16&seed=8827550800320&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
321,Vaakkalara,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,3066,29.81,-29.17,948,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Vaakkalara&population=3066&size=20&seed=8827550800321&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
322,Hyharesinen,Tulpalota,Tulpalota County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,958,22.2,-6.18,397,,,,walls,,,,https://watabou.github.io/city-generator/?name=Hyharesinen&population=958&size=13&seed=8827550800322&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
323,Motos,Pinia,Pinia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,11461,-8.68,76.65,840,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Motos&population=11461&size=33&seed=8827550800323&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
324,Sercy,Sercy,Sercy County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,16267,29.92,-61.33,52,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Sercy&population=16267&size=37&seed=8827550800324&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
325,Ninouxy,Vilia,Vilia County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,1625,28.12,-75.05,2953,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Ninouxy&population=1625&size=16&seed=8827550800325&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
326,Kiveton,Wiver,Wiver Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,21223,21.22,54.76,52,,port,citadel,walls,,temple,shanty town,https://watabou.github.io/city-generator/?name=Kiveton&population=21223&size=41&seed=8827550800326&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=1&gates=-1&sea=1.44
327,Aldoargadou,Areibeiras,Areibeiras Province,Nesplia,Republic of Nesplia,Portuzian,Nozie Cult,10701,14.3,-85.2,52,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Aldoargadou&population=10701&size=32&seed=8827550800327&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
328,Vaarerave,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Word of Acuso,1778,8.65,-51.96,3153,,,,,,,,https://watabou.github.io/city-generator/?name=Vaarerave&population=1778&size=16&seed=8827550800328&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
329,Aktos,Gortexand,Gortexand Canton,Aphosia,Heptarchy of Aphosia,Elladan,Nozie Cult,2162,6.49,-82.47,948,,,,,,,,https://watabou.github.io/city-generator/?name=Aktos&population=2162&size=17&seed=8827550800329&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
330,Valjala,Antse,Antse Territory,Viliersasia,Kingdom of Viliersasia,Soumi,Word of Acuso,2062,5.16,-53.72,6644,,,,,,,,https://watabou.github.io/city-generator/?name=Valjala&population=2062&size=17&seed=8827550800330&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
331,Sinos,Lovenalia,Lovenalia Department,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,11498,-3.86,74.19,13,,port,,,plaza,,,https://watabou.github.io/city-generator/?name=Sinos&population=11498&size=33&seed=8827550800331&river=1&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.33
332,Yuntarredo,Lucera,Lucera Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,3951,-11.61,82.9,3153,,port,,,,,,https://watabou.github.io/city-generator/?name=Yuntarredo&population=3951&size=22&seed=8827550800332&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.68
333,Carreallos,Allosares,Allosares Territory,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,3942,31.87,91.3,266,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Carreallos&population=3942&size=22&seed=8827550800333&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
334,Tararenwich,Betleyles,Betleyles County,Heilerten,Protectorate of Heilerten,Angshire,Novimism,9921,27.82,40.82,643,,,,,,,,https://watabou.github.io/city-generator/?name=Tararenwich&population=9921&size=31&seed=8827550800334&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
335,Thigny,Nigy,Nigy Parish,Chadonia,Divine Duchy of Chadonia,Luari,Nozie Cult,2575,21.92,-65.51,397,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Thigny&population=2575&size=19&seed=8827550800335&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
336,Klaukvesina,Ences,Ences Earldom,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,3962,21.36,-55.1,554,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Klaukvesina&population=3962&size=22&seed=8827550800336&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
337,Valbarmino,Movenania,Movenania Territory,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,1163,17.45,74.25,30,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Valbarmino&population=1163&size=14&seed=8827550800337&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
338,Vaakki,Ylajarvinen,Ylajarvinen Area,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,4788,16.12,-24.32,4990,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Vaakki&population=4788&size=23&seed=8827550800338&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
339,Allosco,Sivias,Sivias Captaincy,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,1622,16.23,65.12,2218,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Allosco&population=1622&size=16&seed=8827550800339&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
340,Pioljanky,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Nozie Cult,10164,14.26,-55.67,82,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Pioljanky&population=10164&size=31&seed=8827550800340&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
341,Vatrealos,Gortexand,Gortexand Canton,Aphosia,Heptarchy of Aphosia,Elladan,Nozie Cult,11599,9.8,-80.46,472,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Vatrealos&population=11599&size=33&seed=8827550800341&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
342,Pipopopolis,Pithumna,Pithumna Parish,Orchomenia,Patriarchate of Orchomenia,Elladan,Rechinok Pantheon,1761,1.93,-90.66,1447,,,,,,temple,,https://watabou.github.io/city-generator/?name=Pipopopolis&population=1761&size=16&seed=8827550800342&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
343,Quetita,Bargostabia,Bargostabia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,4381,-7.85,67.79,397,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Quetita&population=4381&size=23&seed=8827550800343&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
344,Dodbrolexe,Malisin,Malisin Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1865,30.98,43.4,472,,,,,,temple,,https://watabou.github.io/city-generator/?name=Dodbrolexe&population=1865&size=16&seed=8827550800344&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
345,Echilles,Thouy,Thouy County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,9159,28.15,-58.12,397,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Echilles&population=9159&size=30&seed=8827550800345&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
346,Naanki,Naanki,Naanki Barony,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,12192,25.26,-21.13,397,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Naanki&population=12192&size=33&seed=8827550800346&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
347,Yuntius,Pinia,Pinia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,8949,-8.5,74.59,554,,,,,,,,https://watabou.github.io/city-generator/?name=Yuntius&population=8949&size=30&seed=8827550800347&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
348,Lunia,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,727,1.42,-67.49,1890,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Lunia&population=727&size=12&seed=8827550800348&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
349,Durynsk,Lulatia,Lulatia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,6759,-2.19,-76.14,1588,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Durynsk&population=6759&size=27&seed=8827550800349&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
350,Tenza,Brasmouthia,Brasmouthia Parish,Chip,Chip Theocracy,Astellian,Guildendalese Church,11111,33.28,63.9,3153,,,,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Tenza&population=11111&size=32&seed=8827550800350&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
351,Thaxted,Lesia,Lesia Parish,Chip,Chip Theocracy,Angshire,Guildendalese Church,1955,31.66,52.42,52,,,,,,temple,,https://watabou.github.io/city-generator/?name=Thaxted&population=1955&size=17&seed=8827550800351&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
352,Ahmajarko,Thouy,Thouy County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,832,28.08,-55.04,118,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Ahmajarko&population=832&size=12&seed=8827550800352&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
353,Borcy,Thouy,Thouy County,Crarigneia,Kingdom of Crarigneia,Luari,Nozie Cult,1883,28.24,-53.96,210,,,,walls,,,,https://watabou.github.io/city-generator/?name=Borcy&population=1883&size=17&seed=8827550800353&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
354,Oitvesioe,Naratia,Naratia County,Porvaval,Porvavalese Empire,Soumi,Nozie Cult,6545,24.82,-23.08,643,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Oitvesioe&population=6545&size=26&seed=8827550800354&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
355,Klakkaf,Nikka,Nikka County,Pane,Protectorate of Pane,Norse,Novimism,14590,11.36,-16.62,3793,,port,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Klakkaf&population=14590&size=36&seed=8827550800355&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&sea=1.74
356,Sasa,Pioljanky,Pioljanky Landgrave,Viliersasia,Kingdom of Viliersasia,Soumi,Word of Acuso,7987,9.54,-55.26,1588,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Sasa&population=7987&size=28&seed=8827550800356&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
357,Songo,Ilbentia,Ilbentia County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,27427,8.42,58.69,948,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Songo&population=27427&size=45&seed=8827550800357&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
358,Parreallo,Alasia,Alasia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,12441,3.87,47.26,7248,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Parreallo&population=12441&size=34&seed=8827550800358&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
359,Torgestel,Bargostabia,Bargostabia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,2623,-11.16,63.26,6352,,port,citadel,,,,,https://watabou.github.io/city-generator/?name=Torgestel&population=2623&size=19&seed=8827550800359&river=0&coast=1&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=0.06
360,Harama,Misa,Misa County,Porvaval,Porvavalese Empire,Soumi,Novimism,4884,33.51,-8.34,30,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Harama&population=4884&size=24&seed=8827550800360&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
361,Zoran,Olbamuria,Olbamuria Department,Luquedia,Most Serene Republic of Luquedia,Astellian,Hergesian Coterie,1989,30.77,65.08,472,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Zoran&population=1989&size=17&seed=8827550800361&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
362,Palanvaarin,Charoy,Charoy County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,2286,29.04,-46.79,13,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Palanvaarin&population=2286&size=18&seed=8827550800362&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
363,Rustwanin,Stebachenia,Stebachenia Earldom,Bienaunin,Principality of Bienaunin,Shwazen,Novimism,1722,29.02,17.74,13,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Rustwanin&population=1722&size=16&seed=8827550800363&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
364,Haajarjanki,Milasavia,Milasavia County,Klaukmaa,Principality of Klaukmaa,Soumi,Novimism,1694,24.59,6.93,1312,,,,,,,,https://watabou.github.io/city-generator/?name=Haajarjanki&population=1694&size=16&seed=8827550800364&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
365,Senilverme,Ilbentia,Ilbentia County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,1167,6.35,61.2,397,,port,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Senilverme&population=1167&size=14&seed=8827550800365&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1&sea=1.59
366,Mogollovil,Heria,Heria Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,9550,-5.1,68.83,266,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Mogollovil&population=9550&size=30&seed=8827550800366&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
367,Okila,Montcrigre,Montcrigre County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,790,28.91,-43.25,52,,,,,,,,https://watabou.github.io/city-generator/?name=Okila&population=790&size=12&seed=8827550800367&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
368,Obnaski,Montcrigre,Montcrigre County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,5100,28.77,-38.77,161,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Obnaski&population=5100&size=24&seed=8827550800368&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
369,Prepoy,Vilia,Vilia County,Auiersia,Principality of Auiersia,Luari,Nozie Cult,756,28.08,-69.49,1063,,,,,,,,https://watabou.github.io/city-generator/?name=Prepoy&population=756&size=12&seed=8827550800369&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
370,Nobragatil,Nobragatil,Nobragatil Department,Luquedia,Most Serene Republic of Luquedia,Astellian,Hergesian Coterie,14328,28.41,70.41,4738,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Nobragatil&population=14328&size=35&seed=8827550800370&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
371,Tame,Montcrigre,Montcrigre County,Crarigneia,Kingdom of Crarigneia,Soumi,Nozie Cult,2235,22.73,-41.2,266,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Tame&population=2235&size=18&seed=8827550800371&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
372,Sancanue,Ilbentia,Ilbentia County,Torbantia,Kingdom of Torbantia,Astellian,Hergesian Coterie,14609,8.2,53.62,1184,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Sancanue&population=14609&size=36&seed=8827550800372&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
373,Tursun,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,3964,3.09,-68.31,738,,,,,,temple,,https://watabou.github.io/city-generator/?name=Tursun&population=3964&size=22&seed=8827550800373&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
374,Rechinoka,Losvia,Losvia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,7885,-1.11,-70.37,3153,,,citadel,walls,,temple,,https://watabou.github.io/city-generator/?name=Rechinoka&population=7885&size=28&seed=8827550800374&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
375,Svishin,Lulatia,Lulatia Parish,Orchomenia,Patriarchate of Orchomenia,Slovan,Rechinok Pantheon,4083,-2.91,-74.1,1890,,,citadel,,plaza,temple,,https://watabou.github.io/city-generator/?name=Svishin&population=4083&size=22&seed=8827550800375&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
376,Cados,Pinia,Pinia Canton,Alcaucia,Republic of Alcaucia,Astellian,Astellian Faith,18551,-6.81,75.79,118,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Cados&population=18551&size=39&seed=8827550800376&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
