Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,Latitude,Longitude,Elevation (ft),Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,City Generator Link
281,Or-Dedh,Dhodh,Dhodh Parish,Rur,Rur Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,641,34.91,-115.77,6067,,,,walls,,temple,,https://watabou.github.io/city-generator/?name=Or-Dedh&population=641&size=11&seed=2901772940281&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
282,Dashand,Galtia,Galtia Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,832,84.94,59.76,52,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Dashand&population=832&size=12&seed=2901772940282&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
283,Togtokh,Togtokh,Togtokh Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,14556,84.66,71.62,52,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Togtokh&population=14556&size=36&seed=2901772940283&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
284,Grirkril,Gugh,Gugh Parish,Rur,Rur Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,3535,38.33,-110.13,2051,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Grirkril&population=3535&size=21&seed=2901772940284&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
285,Bagaan Uul,Keth Senilma,Keth Senilma Province,Selmaron,Republic of Selmaron,Dulandir (Human),Jarhanlian Occultism,3052,38.93,24.48,397,,,,walls,,,,https://watabou.github.io/city-generator/?name=Bagaan+Uul&population=3052&size=20&seed=2901772940285&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
286,Zordirg,Ugkagh,Ugkagh Barony,Chu,Kingdom of Chu,Ugluk (Orkish),Ugluk (Orkish)ism,4508,15.91,-109.11,1890,,,,,,,,https://watabou.github.io/city-generator/?name=Zordirg&population=4508&size=23&seed=2901772940286&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
287,Hethcypnosot,Nalarne,Nalarne County,Thokar,Kingdom of Thokar,Rake (Drakonic),Rake (Drakonic) Deities,3390,-0.93,27.29,3573,,,,walls,,,,https://watabou.github.io/city-generator/?name=Hethcypnosot&population=3390&size=21&seed=2901772940287&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
288,Xagyrtharvor,Axorhar,Axorhar Captaincy,Arnartnar,Kingdom of Arnartnar,Rake (Drakonic),Rake (Drakonic) Deities,1061,-3.14,-5.12,840,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Xagyrtharvor&population=1061&size=13&seed=2901772940288&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
289,Chelletathos,Furvorgathtor,Furvorgathtor County,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,4074,-19.78,6.07,1736,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Chelletathos&population=4074&size=22&seed=2901772940289&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
290,Graz,Bhakh,Bhakh Barony,Nugekh,Nugekh Empire,Ugluk (Orkish),Ugluk (Orkish)ism,764,79.59,-133.74,1184,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Graz&population=764&size=12&seed=2901772940290&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
291,Kalulil,Onenora,Onenora County,Lelarine,Kingdom of Lelarine,Eldar (Elfish),Eldar (Elfish) Religion,686,73.83,12.75,643,,,,,,,,https://watabou.github.io/city-generator/?name=Kalulil&population=686&size=11&seed=2901772940291&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
292,Jarvan,Ikhkhulia,Ikhkhulia Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,3042,73.56,73.03,118,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Jarvan&population=3042&size=20&seed=2901772940292&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
293,Bayangel,Batsayanda,Batsayanda Landgrave,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,3337,69.63,44.22,210,,,,walls,,,,https://watabou.github.io/city-generator/?name=Bayangel&population=3337&size=20&seed=2901772940293&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
294,Kharam,Naram,Naram Area,Nugekh,Nugekh Empire,Khazadur (Dwarven),Khazadur (Dwarven) Spirits,1728,61.19,-159.33,3153,,,,,,,,https://watabou.github.io/city-generator/?name=Kharam&population=1728&size=16&seed=2901772940294&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
295,Tsental On,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,1518,56.75,56.16,118,,,,,,,,https://watabou.github.io/city-generator/?name=Tsental+On&population=1518&size=15&seed=2901772940295&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
296,Bryb,Dobruing,Dobruing Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,1779,46.53,73.77,840,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Bryb&population=1779&size=16&seed=2901772940296&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
297,Grazgar,Mubrab,Mubrab County,Qir,Qir Empire,Ugluk (Orkish),Ugluk (Orkish)ism,7656,34.67,-84.88,948,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Grazgar&population=7656&size=28&seed=2901772940297&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
298,Khulagtoh,Se Uur,Se Uur Earldom,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,1161,31.83,55.68,397,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Khulagtoh&population=1161&size=14&seed=2901772940298&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
299,Furvorgathtor,Furvorgathtor,Furvorgathtor County,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,12250,-26.37,3.5,1063,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Furvorgathtor&population=12250&size=33&seed=2901772940299&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
300,Tsogtset,Batsayanda,Batsayanda Landgrave,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,1359,65.26,43.28,472,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Tsogtset&population=1359&size=15&seed=2901772940300&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
301,Thellanor,Lylhalye,Lylhalye County,Lelarine,Kingdom of Lelarine,Eldar (Elfish),Eldar (Elfish) Religion,1690,58.63,-0.13,4019,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Thellanor&population=1690&size=16&seed=2901772940301&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
302,Hluityshalho,Keth Senilma,Keth Senilma Province,Selmaron,Republic of Selmaron,Eldar (Elfish),Eldar (Elfish) Religion,1748,48.37,27.43,554,,,,walls,,,,https://watabou.github.io/city-generator/?name=Hluityshalho&population=1748&size=16&seed=2901772940302&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
303,Khurvan Mu,Alorelona,Alorelona Department,Selmaron,Republic of Selmaron,Dulandir (Human),Jarhanlian Occultism,6208,49.77,30.29,397,,,,walls,,,,https://watabou.github.io/city-generator/?name=Khurvan+Mu&population=6208&size=26&seed=2901772940303&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
304,Rrhardorkaldra,Nuren,Nuren Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,2163,32.77,121.33,1063,,,,,,,,https://watabou.github.io/city-generator/?name=Rrhardorkaldra&population=2163&size=17&seed=2901772940304&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
305,Zrag,Zrag,Zrag County,Chu,Kingdom of Chu,Ugluk (Orkish),Ugluk (Orkish)ism,6873,23.85,-106.59,1736,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Zrag&population=6873&size=27&seed=2901772940305&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
306,Dhodhbel,Kaz,Kaz County,Irdin,Kingdom of Irdin,Ugluk (Orkish),Ugluk (Orkish)ism,1442,15.93,-95.08,738,,,,,,,,https://watabou.github.io/city-generator/?name=Dhodhbel&population=1442&size=15&seed=2901772940306&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
307,Gabil,Gabil,Gabil County,Brazmaler,Brazmaler Empire,Dunirr (Dwarven),Dunirr (Dwarven) Spirits,14189,4.33,85.31,3793,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Gabil&population=14189&size=35&seed=2901772940307&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
308,Khueurrex,Khueurrex,Khueurrex Earldom,Harumragos,Kingdom of Harumragos,Rake (Drakonic),Rake (Drakonic) Deities,4226,-20.25,29.88,554,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Khueurrex&population=4226&size=22&seed=2901772940308&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
309,Tsagaan,Togtokh,Togtokh Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,2682,79.84,75.33,52,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Tsagaan&population=2682&size=19&seed=2901772940309&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
310,Sharalor,Aehauphera,Aehauphera County,Motontgalia,Motontgalian Khaganate,Rake (Drakonic),Jarhanlian Occultism,2856,22.82,53.69,840,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Sharalor&population=2856&size=19&seed=2901772940310&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
311,Tsayange,Saikhkhair,Saikhkhair Margrave,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,2520,54.44,52.56,210,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Tsayange&population=2520&size=18&seed=2901772940311&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
312,Malalodahtor,Estaragh,Estaragh Governorate,Petalval,Republic of Petalval,Rake (Drakonic),Rake (Drakonic) Deities,1533,16.29,-9.08,8534,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Malalodahtor&population=1533&size=15&seed=2901772940312&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
313,Adabhathar,Khurath,Khurath Shire,Brazmaler,Brazmaler Empire,Dunirr (Dwarven),Dunirr (Dwarven) Spirits,4740,8.01,82.54,4738,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Adabhathar&population=4740&size=23&seed=2901772940313&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
314,Tarmatath,Cirlakan,Cirlakan Territory,Gueurvile,Gueurvilean Empire,Rake (Drakonic),Rake (Drakonic) Deities,926,-30.41,12.86,9216,,,,walls,,,,https://watabou.github.io/city-generator/?name=Tarmatath&population=926&size=13&seed=2901772940314&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
315,Orbulaanlai,Galtia,Galtia Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,1463,69.65,57.16,52,,,,,,,,https://watabou.github.io/city-generator/?name=Orbulaanlai&population=1463&size=15&seed=2901772940315&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
316,Badaltantsa,Delgerkhet,Delgerkhet County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,2386,70.07,75.89,118,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Badaltantsa&population=2386&size=18&seed=2901772940316&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
317,Paarthusteska,Aehauphera,Aehauphera County,Motontgalia,Motontgalian Khaganate,Rake (Drakonic),Jarhanlian Occultism,938,19.32,45.45,8534,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Paarthusteska&population=938&size=13&seed=2901772940317&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
318,Kognod,Bash,Bash Parish,Ghodod,Ghodod Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,9874,76.26,-99.93,397,,,,walls,plaza,temple,,https://watabou.github.io/city-generator/?name=Kognod&population=9874&size=31&seed=2901772940318&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=1&shantytown=0&gates=-1
319,Kannead,Efranthva,Efranthva County,Himlargond,Grand Duchy of Himlargond,Eldar (Elfish),Eldar (Elfish) Religion,1909,76.92,30.32,52,,,,,plaza,,,https://watabou.github.io/city-generator/?name=Kannead&population=1909&size=17&seed=2901772940319&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
320,Brybrin,Bres,Bres Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,2995,76.53,101.46,554,,,citadel,walls,plaza,,,https://watabou.github.io/city-generator/?name=Brybrin&population=2995&size=20&seed=2901772940320&river=1&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
321,Vohniots,Thult,Thult County,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,722,63.95,104.98,738,,,citadel,walls,,,,https://watabou.github.io/city-generator/?name=Vohniots&population=722&size=12&seed=2901772940321&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
322,Gheg,Gugh,Gugh Parish,Rur,Rur Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,13601,47.87,-100.97,840,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Gheg&population=13601&size=35&seed=2901772940322&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
323,Choinelen,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,3173,35.1,62.5,2392,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Choinelen&population=3173&size=20&seed=2901772940323&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
324,Zunartotaar,Zunartotaar,Zunartotaar Margrave,Brazmaler,Brazmaler Empire,Rake (Drakonic),Rake (Drakonic) Deities,7900,7.17,77.75,82,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Zunartotaar&population=7900&size=28&seed=2901772940324&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
325,Lotheashindor,Lotheashindor,Lotheashindor Margrave,Chaulmethyr,Kingdom of Chaulmethyr,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,999,79.94,135.51,118,,,,,,,,https://watabou.github.io/city-generator/?name=Lotheashindor&population=999&size=13&seed=2901772940325&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
326,Trag,Qeqe,Qeqe Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,2558,62.13,108.27,840,,,,,,,,https://watabou.github.io/city-generator/?name=Trag&population=2558&size=19&seed=2901772940326&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
327,Bozziz,Dhodh,Dhodh County,Kog,Kingdom of Kog,Ugluk (Orkish),Ugluk (Orkish)ism,6050,55.18,-78.32,30,,,,walls,,,,https://watabou.github.io/city-generator/?name=Bozziz&population=6050&size=26&seed=2901772940327&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
328,Tayankhan,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,722,49.45,55.9,328,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Tayankhan&population=722&size=12&seed=2901772940328&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
329,Jarhanlai,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,701,47.86,65.74,266,,,,,,,,https://watabou.github.io/city-generator/?name=Jarhanlai&population=701&size=11&seed=2901772940329&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
330,Zraz,Mubrab,Mubrab County,Qir,Qir Empire,Ugluk (Orkish),Ugluk (Orkish)ism,3545,29.13,-88.18,2218,,,,,,,,https://watabou.github.io/city-generator/?name=Zraz&population=3545&size=21&seed=2901772940330&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
331,Ugaustheiril,Yridh,Yridh Captaincy,Meryndryn,Kingdom of Meryndryn,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,4592,81.25,158.98,52,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Ugaustheiril&population=4592&size=23&seed=2901772940331&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
332,Mostsenuur,Alger,Alger Governorate,Ileande,Republic of Ileande,Dulandir (Human),Jarhanlian Occultism,3471,70.56,40.41,266,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Mostsenuur&population=3471&size=21&seed=2901772940332&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
333,Sylathmel,Filfanas,Filfanas Earldom,Cenor,Grand Duchy of Cenor,Eldar (Elfish),Eldar (Elfish) Religion,6728,45.81,17.43,738,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Sylathmel&population=6728&size=27&seed=2901772940333&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
334,Cerghellanel,Nuren,Nuren Earldom,Tlaughei,Tlaugheian Empire,Trow (Dark Elfish),Trow (Dark Elfish) Shamanism,3617,41.09,120.01,1447,,,,,,,,https://watabou.github.io/city-generator/?name=Cerghellanel&population=3617&size=21&seed=2901772940334&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
335,Saikhumno,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,3124,34.42,57.63,554,,,,,,,,https://watabou.github.io/city-generator/?name=Saikhumno&population=3124&size=20&seed=2901772940335&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
336,Krudh,Krudh,Krudh Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,10163,28.69,-94.43,554,,,,,plaza,temple,,https://watabou.github.io/city-generator/?name=Krudh&population=10163&size=31&seed=2901772940336&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
337,Thres,Crild,Crild Margrave,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Kobold (Goblin) Forefathers,6212,84.16,122.28,52,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Thres&population=6212&size=26&seed=2901772940337&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
338,Dargagaander,Ikhkhulia,Ikhkhulia Shire,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,9081,73.6,65.52,52,,,,,,,,https://watabou.github.io/city-generator/?name=Dargagaander&population=9081&size=30&seed=2901772940338&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
339,Bhogzil,Bhogzil,Bhogzil County,Ekh,Kingdom of Ekh,Ugluk (Orkish),Ugluk (Orkish)ism,6348,63.98,-124.83,840,,,,walls,plaza,,,https://watabou.github.io/city-generator/?name=Bhogzil&population=6348&size=26&seed=2901772940339&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
340,Mansaikhil,Batsi,Batsi County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,722,64.65,64.34,210,,,,,,,,https://watabou.github.io/city-generator/?name=Mansaikhil&population=722&size=12&seed=2901772940340&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
341,Olgerkhandu,Saikhkhair,Saikhkhair Margrave,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,6057,62.77,55.12,118,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Olgerkhandu&population=6057&size=26&seed=2901772940341&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
342,Tasinx,Qeqe,Qeqe Shire,Motontgalia,Motontgalian Khaganate,Kobold (Goblin),Jarhanlian Occultism,1841,61.42,115.97,948,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Tasinx&population=1841&size=16&seed=2901772940342&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
343,Driz,Chaz,Chaz Parish,Rur,Rur Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,752,42.65,-105.91,1447,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Driz&population=752&size=12&seed=2901772940343&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
344,Khorbraz,Khorbraz,Khorbraz Parish,Goc,Goc Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,9913,43.79,-95.65,554,,,,,,temple,,https://watabou.github.io/city-generator/?name=Khorbraz&population=9913&size=31&seed=2901772940344&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
345,Ghagvidh,Ghagvidh,Ghagvidh Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,9151,41.85,-99.97,1890,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Ghagvidh&population=9151&size=30&seed=2901772940345&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
346,Kalbriz,Nird,Nird County,Qir,Qir Empire,Ugluk (Orkish),Ugluk (Orkish)ism,724,41.74,-83.31,2218,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Kalbriz&population=724&size=12&seed=2901772940346&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
347,Horov,Khashider,Khashider Tribe,Tsogt,Council of Tsogt,Dulandir (Human),Jarhanlian Occultism,4574,40.42,31.07,397,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Horov&population=4574&size=23&seed=2901772940347&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
348,Bayanbuirvan,Bamyndorvia,Bamyndorvia County,Motontgalia,Motontgalian Khaganate,Dulandir (Human),Jarhanlian Occultism,763,41.06,59.34,1588,,,citadel,,,,,https://watabou.github.io/city-generator/?name=Bayanbuirvan&population=763&size=12&seed=2901772940348&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
349,Nudh,Nudh,Nudh Island,Bod,Republic of Bod,Ugluk (Orkish),Old Ugluk (Orkish) Beliefs,9692,37.48,-69,948,,,,,,,,https://watabou.github.io/city-generator/?name=Nudh&population=9692&size=31&seed=2901772940349&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
350,Dashkhairgon,Balan,Balan County,Balan,Ulus of Balan,Dulandir (Human),Dulandir (Human) Beliefs,1342,32.92,17.61,1588,,port,,,,,,https://watabou.github.io/city-generator/?name=Dashkhairgon&population=1342&size=15&seed=2901772940350&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&sea=1.46
351,Ashbel,Ghagvidh,Ghagvidh Parish,Zord,Zord Theocracy,Ugluk (Orkish),Ugluk (Orkish)ism,3515,31.69,-99.83,1447,,,citadel,,,temple,,https://watabou.github.io/city-generator/?name=Ashbel&population=3515&size=21&seed=2901772940351&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
352,Igin,Nird,Nird County,Qir,Qir Empire,Ugluk (Orkish),Ugluk (Orkish)ism,6713,30.74,-78.49,118,,,citadel,,plaza,,,https://watabou.github.io/city-generator/?name=Igin&population=6713&size=27&seed=2901772940352&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
